6a	8a	B1	B13	B14	B17	B18	B2	B5	B6
ENSG00000278348	6	1	0	0	2	0	0	1	0	0
ENSG00000278356	4	11	1	7	8	16	7	8	1	8
ENSG00000278370	2	0	1	4	4	8	1	1	0	2
ENSG00000278376	4	6	1	0	0	0	5	3	3	5
ENSG00000278383	0	1	0	0	8	0	0	2	0	1
ENSG00000278384	29	64	6	14	21	4	5	19	24	20
ENSG00000278390	6	20	15	5	27	7	30	10	4	13
ENSG00000278396	0	0	2	2	0	1	1	0	0	0
ENSG00000278416	0	0	0	8	4	2	0	1	5	10
ENSG00000278419	0	0	1	13	0	2	0	3	0	2
ENSG00000278434	6	13	4	0	4	0	5	8	0	3
ENSG00000278447	0	1	1	0	0	1	0	2	2	0
ENSG00000278462	3	5	3	2	5	4	1	1	8	3
ENSG00000278467	27	22	12	0	21	1	13	14	9	10
ENSG00000278472	0	1	0	0	0	6	0	0	8	1
ENSG00000278493	19	18	7	15	9	3	8	16	2	0
ENSG00000278514	1	0	0	0	2	2	0	1	0	0
ENSG00000278517	0	0	0	0	5	2	7	5	1	4
ENSG00000278527	0	7	0	3	6	3	27	15	7	11
ENSG00000278530	1	5	32	5	0	4	4	0	4	0
ENSG00000278535	15	39	6	22	68	27	25	68	47	62
ENSG00000278540	313	210	131	175	310	190	320	179	180	337
ENSG00000278558	4	0	1	0	0	6	0	3	0	11
ENSG00000278571	3	2	1	6	9	7	0	0	0	4
ENSG00000278572	0	0	0	5	1	1	1	3	0	0
ENSG00000278576	1	17	9	3	14	5	20	10	20	6
ENSG00000278588	18	5	7	0	9	1	10	13	4	4
ENSG00000278590	0	2	4	1	0	1	2	4	0	0
ENSG00000278600	86	107	103	53	47	73	111	51	82	89
ENSG00000278601	11	6	16	23	12	12	21	9	20	23
ENSG00000278607	10	1	0	1	0	0	2	1	2	0
ENSG00000278610	7	4	2	9	0	4	0	4	0	6
ENSG00000278611	14	6	2	24	1	7	11	6	19	15
ENSG00000278615	289	234	364	399	418	445	264	371	380	455
ENSG00000278619	1	2	0	0	4	4	6	9	3	2
ENSG00000278621	18	6	4	0	0	0	2	0	27	3
ENSG00000278637	1	11	0	0	3	1	10	29	5	0
ENSG00000278661	30	41	176	13	57	18	35	65	8	45
ENSG00000278662	20	9	8	0	13	48	61	52	7	18
ENSG00000278668	8	6	0	7	0	0	12	9	0	11
ENSG00000278677	4	13	4	10	20	9	24	28	15	8
ENSG00000278685	0	0	0	0	0	1	9	7	0	1
ENSG00000278700	0	2	0	0	2	2	2	0	3	0
ENSG00000278701	0	3	0	0	0	0	1	6	0	3
ENSG00000278704	0	2	0	0	0	3	4	8	1	0
ENSG00000278705	6	6	4	0	1	1	1	14	0	0
ENSG00000278709	2	10	0	0	7	3	18	67	0	9
ENSG00000278719	0	9	7	0	0	5	3	3	2	0
ENSG00000278724	1	4	0	0	0	0	0	0	3	1
ENSG00000278725	0	2	0	1	1	4	0	0	0	0
ENSG00000278727	15	22	9	3	12	25	4	23	14	9
ENSG00000278730	332	249	348	339	525	348	288	257	261	230
ENSG00000278737	5	0	4	8	0	0	0	2	0	3
ENSG00000278740	18	2	24	0	2	0	1	5	21	5
ENSG00000278743	5	1	2	4	9	0	6	4	3	7
ENSG00000278763	0	0	3	0	6	3	5	1	0	6
ENSG00000278768	3	3	6	1	12	2	19	6	10	9
ENSG00000278769	0	1	1	0	0	1	0	0	0	1
ENSG00000278784	125	190	105	55	133	127	107	71	76	91
ENSG00000278816	0	2	3	0	0	0	1	0	2	0
ENSG00000278818	2	2	8	0	3	1	0	1	6	1
ENSG00000278828	50	55	31	33	55	39	130	96	16	52
ENSG00000278829	34	68	37	9	71	24	23	41	19	42
ENSG00000278831	0	0	1	6	0	3	1	5	2	4
ENSG00000278834	16	15	9	2	24	4	12	15	9	24
ENSG00000278845	237	141	187	238	319	316	253	273	179	320
ENSG00000278852	8	10	7	4	3	3	2	2	0	8
ENSG00000278861	3	1	5	0	7	4	7	0	6	1
ENSG00000278862	3	13	14	1	4	4	6	15	0	12
ENSG00000278863	0	14	3	0	1	1	9	3	0	0
ENSG00000278864	37	18	7	20	7	7	17	27	18	19
ENSG00000278867	28	19	43	44	50	41	35	46	15	35
ENSG00000278875	0	1	2	4	1	1	2	1	0	2
ENSG00000278879	10	23	28	0	14	10	27	9	13	5
ENSG00000278891	17	5	3	8	2	14	11	13	5	2
ENSG00000278895	92	142	95	42	76	59	63	40	64	100
ENSG00000278897	8	7	10	4	1	1	8	9	5	3
ENSG00000278899	0	0	0	0	2	1	1	1	4	1
ENSG00000278903	2	2	0	0	4	5	1	1	0	2
ENSG00000278909	15	5	10	0	2	4	10	6	13	4
ENSG00000278910	0	1	0	0	0	4	2	1	0	0
ENSG00000278911	8	28	14	13	32	28	33	33	11	21
ENSG00000278916	0	2	1	9	2	0	7	3	1	0
ENSG00000278917	0	15	7	1	5	7	4	4	9	5
ENSG00000278920	30	22	36	14	37	46	32	47	42	24
ENSG00000278926	0	0	0	2	0	0	2	3	0	1
ENSG00000278932	4	36	9	9	1	6	2	13	0	21
ENSG00000278933	0	5	3	5	0	0	0	0	3	3
ENSG00000278941	3	0	1	0	2	0	2	0	0	0
ENSG00000278942	2	5	3	0	5	6	3	4	14	9
ENSG00000278948	12	17	17	6	15	28	26	24	25	22
ENSG00000278949	9	23	29	7	42	11	19	16	23	14
ENSG00000278952	0	0	0	0	3	1	0	0	6	2
ENSG00000278962	72	187	61	141	243	71	146	256	129	257
ENSG00000278963	60	89	36	21	45	30	19	37	55	43
ENSG00000278965	2	8	5	0	4	5	2	6	2	1
ENSG00000278969	10	8	3	0	4	4	3	10	3	5
ENSG00000278970	217	196	189	309	304	304	411	372	235	293
ENSG00000278972	0	3	1	0	0	0	3	2	0	0
ENSG00000278978	10	4	13	24	7	16	0	4	13	21
ENSG00000278979	3	1	0	0	0	2	3	0	1	2
ENSG00000278982	9	0	2	0	0	3	2	1	5	10
ENSG00000278983	3	0	0	0	2	1	3	1	4	0
ENSG00000278985	11	25	17	10	12	7	11	9	1	20
ENSG00000278986	29	14	24	6	20	35	12	24	23	15
ENSG00000278987	11	2	12	5	15	7	11	0	14	4
ENSG00000278989	0	1	1	9	0	5	0	0	0	5
ENSG00000278991	0	1	2	12	4	3	0	0	4	0
ENSG00000278993	0	0	5	6	4	3	3	3	0	3
ENSG00000278995	0	4	1	0	0	3	0	2	0	2
ENSG00000278996	69	85	105	69	152	104	235	340	130	163
ENSG00000278997	19	7	6	5	9	17	19	21	19	33
ENSG00000278999	2	0	2	5	3	0	1	0	1	6
ENSG00000279017	2	4	2	5	2	3	3	0	4	1
ENSG00000279020	27	8	9	2	11	4	10	15	3	7
ENSG00000279026	11	1	14	9	2	3	5	13	15	10
ENSG00000279029	11	13	13	12	16	5	3	1	0	5
ENSG00000279031	0	0	2	1	2	0	8	0	6	0
ENSG00000279035	9	9	4	4	3	4	4	1	4	7
ENSG00000279039	2	17	7	0	0	11	3	2	12	2
ENSG00000279048	12	1	0	0	0	1	2	4	0	1
ENSG00000279049	5	8	0	0	1	9	2	3	0	0
ENSG00000279057	0	7	0	10	0	0	8	11	11	15
ENSG00000279059	8	16	34	16	41	26	39	49	17	29
ENSG00000279066	0	6	1	0	0	0	1	1	1	2
ENSG00000279070	0	0	1	0	1	1	0	1	0	0
ENSG00000279072	22	25	8	13	31	9	34	39	16	23
ENSG00000279073	0	0	0	18	5	17	0	15	0	0
ENSG00000279074	5	3	3	10	0	2	2	3	0	4
ENSG00000279077	0	13	6	5	6	8	4	6	1	2
ENSG00000279078	4	28	25	41	48	8	20	14	37	12
ENSG00000279080	43	42	54	32	45	46	27	23	63	35
ENSG00000279082	4	2	0	12	10	6	26	6	5	46
ENSG00000279085	4	4	1	0	5	2	2	10	1	8
ENSG00000279086	63	17	49	43	15	51	26	19	57	42
ENSG00000279088	123	78	59	125	64	105	75	63	94	72
ENSG00000279089	4	33	34	46	30	39	37	37	24	36
ENSG00000279091	18	5	0	0	1	2	8	8	14	8
ENSG00000279092	61	123	75	20	84	48	41	60	78	70
ENSG00000279094	0	8	0	0	14	0	10	21	0	0
ENSG00000279095	4	5	3	2	8	0	6	13	7	3
ENSG00000279096	7	5	0	0	0	10	3	2	0	2
ENSG00000279099	9	1	1	0	0	0	0	0	0	1
ENSG00000279103	0	4	6	1	0	2	4	3	1	1
ENSG00000279104	0	1	0	0	0	0	3	0	2	1
ENSG00000279106	1	4	4	0	0	0	0	4	0	0
ENSG00000279107	10	24	16	18	17	6	17	5	46	13
ENSG00000279108	23	24	33	26	39	28	33	15	27	34
ENSG00000279110	5	9	10	3	6	3	6	9	6	26
ENSG00000279114	21	17	4	15	10	9	14	10	19	2
ENSG00000279117	92	22	47	55	39	79	62	65	75	46
ENSG00000279118	6	6	6	0	7	11	13	7	2	16
ENSG00000279127	51	67	47	33	49	37	28	50	52	28
ENSG00000279129	0	13	4	0	6	9	5	5	14	5
ENSG00000279130	0	2	0	0	0	1	0	0	5	7
ENSG00000279133	117	124	102	88	174	139	73	114	137	91
ENSG00000279134	5	4	2	0	4	2	7	0	3	9
ENSG00000279135	2	4	7	11	2	3	11	9	0	9
ENSG00000279137	8	8	6	13	2	7	4	1	2	3
ENSG00000279138	9	10	5	0	7	4	9	1	5	5
ENSG00000279141	1	0	3	0	0	17	0	7	0	7
ENSG00000279144	11	30	5	0	9	2	15	16	5	3
ENSG00000279145	23	33	23	8	55	27	24	20	20	34
ENSG00000279147	1	1	1	1	1	1	3	3	0	0
ENSG00000279148	26	11	8	11	6	5	3	5	14	3
ENSG00000279154	3	3	2	14	3	1	0	2	5	4
ENSG00000279159	14	28	28	3	42	33	29	29	23	19
ENSG00000279161	0	3	0	0	3	5	0	0	10	0
ENSG00000279162	6	5	14	11	7	3	0	17	25	7
ENSG00000279164	1	0	2	0	5	4	1	4	5	1
ENSG00000279165	0	4	8	0	3	5	0	4	0	2
ENSG00000279166	4	20	34	0	10	15	11	11	7	0
ENSG00000279168	4	4	9	0	0	17	4	8	10	0
ENSG00000279175	25	74	44	26	30	54	32	29	40	37
ENSG00000279176	13	27	15	0	18	3	19	12	6	6
ENSG00000279179	0	5	2	0	1	3	10	6	14	0
ENSG00000279180	3	9	4	4	6	1	9	6	1	3
ENSG00000279182	0	1	0	0	2	0	0	1	2	5
ENSG00000279187	3	1	0	0	3	1	4	2	0	2
ENSG00000279189	0	2	2	8	2	0	2	1	1	3
ENSG00000279190	1	5	3	0	2	1	2	4	0	0
ENSG00000279191	16	44	42	10	33	30	15	41	24	18
ENSG00000279192	71	77	37	79	57	75	46	51	57	53
ENSG00000279198	24	4	3	4	10	1	8	9	1	5
ENSG00000279199	0	3	2	0	0	3	6	1	4	4
ENSG00000279200	31	41	24	18	11	23	8	8	9	20
ENSG00000279202	0	0	2	8	0	3	0	1	7	2
ENSG00000279203	0	6	5	0	21	4	2	2	4	7
ENSG00000279207	85	81	152	55	55	141	62	105	131	101
ENSG00000279217	91	183	97	73	129	76	150	101	132	125
ENSG00000279220	0	0	6	0	0	2	1	0	0	4
ENSG00000279221	19	4	4	1	15	6	6	6	13	18
ENSG00000279227	59	32	53	40	17	38	20	38	51	39
ENSG00000279228	1	3	5	7	2	17	8	4	18	20
ENSG00000279232	0	0	6	7	0	0	0	1	5	1
ENSG00000279233	26	15	15	18	31	11	16	12	22	28
ENSG00000279235	6	29	23	14	9	13	22	6	5	24
ENSG00000279236	9	4	4	0	10	4	0	3	2	9
ENSG00000279245	8	9	17	5	10	8	19	21	29	8
ENSG00000279246	9	2	0	6	4	8	3	3	3	5
ENSG00000279253	11	7	23	8	26	28	39	4	8	18
ENSG00000279254	1	11	0	7	3	7	4	0	0	3
ENSG00000279259	0	14	9	5	4	4	11	10	6	10
ENSG00000279261	0	1	0	0	2	1	2	0	0	3
ENSG00000279265	0	0	3	0	0	2	6	1	3	0
ENSG00000279266	0	6	0	2	0	2	0	6	3	0
ENSG00000279267	2	12	10	11	4	9	9	11	19	10
ENSG00000279268	5	6	3	0	4	0	5	0	13	0
ENSG00000279275	0	1	2	4	3	3	5	2	8	16
ENSG00000279276	4	13	2	0	0	0	4	2	5	3
ENSG00000279277	0	4	9	1	5	16	7	5	12	7
ENSG00000279278	11	21	46	6	30	40	40	12	22	42
ENSG00000279281	0	18	6	4	17	3	6	9	10	9
ENSG00000279283	8	29	3	8	13	11	11	18	7	23
ENSG00000279286	1	4	4	0	0	1	8	5	7	1
ENSG00000279289	2	1	2	0	12	3	4	3	8	2
ENSG00000279294	4	11	17	3	7	6	1	3	7	0
ENSG00000279296	23	43	23	6	28	22	24	13	15	14
ENSG00000279298	2	0	0	0	5	0	0	2	0	2
ENSG00000279302	0	3	0	0	0	0	1	1	0	2
ENSG00000279306	3	4	4	0	0	1	6	7	9	3
ENSG00000279310	68	92	68	22	95	67	33	41	59	55
ENSG00000279311	1	9	2	3	7	1	6	5	0	3
ENSG00000279312	0	5	5	7	0	2	0	1	0	0
ENSG00000279315	3	0	5	0	0	1	2	0	0	0
ENSG00000279319	1	3	11	6	4	3	3	2	2	4
ENSG00000279320	0	11	9	5	6	12	2	7	12	9
ENSG00000279324	0	5	2	5	3	6	5	0	3	8
ENSG00000279329	28	11	19	7	19	18	18	14	21	10
ENSG00000279330	0	5	9	15	7	10	2	3	16	19
ENSG00000279336	4	3	2	0	1	5	2	1	0	2
ENSG00000279339	3	1	2	5	1	0	3	2	0	0
ENSG00000279340	3	3	2	0	0	2	3	0	0	1
ENSG00000279342	31	22	24	38	21	18	11	9	18	4
ENSG00000279344	10	14	9	8	28	30	26	17	4	17
ENSG00000279345	0	1	1	0	0	4	2	2	6	8
ENSG00000279348	11	6	16	5	10	28	11	4	5	13
ENSG00000279349	3	11	9	0	3	15	3	3	6	4
ENSG00000279352	88	167	88	57	80	72	159	55	103	83
ENSG00000279354	0	1	0	0	0	1	2	0	0	3
ENSG00000279355	36	44	81	68	55	87	24	22	134	30
ENSG00000279356	0	5	13	0	13	0	1	6	14	2
ENSG00000279357	0	1	3	0	1	3	4	5	0	3
ENSG00000279358	7	16	9	0	17	5	5	1	3	7
ENSG00000279361	4	10	11	0	8	8	5	6	3	16
ENSG00000279365	2	3	0	1	1	6	0	1	0	0
ENSG00000279366	5	5	1	0	2	2	4	1	5	15
ENSG00000279369	17	6	10	15	9	22	25	18	8	20
ENSG00000279372	0	4	4	4	0	0	1	4	0	1
ENSG00000279377	0	3	1	0	8	7	7	1	3	15
ENSG00000279378	0	5	2	0	0	1	4	1	0	2
ENSG00000279394	3	17	6	0	10	5	14	5	7	15
ENSG00000279404	0	5	5	0	4	11	4	15	9	18
ENSG00000279406	20	0	0	3	0	0	1	5	7	9
ENSG00000279407	26	24	19	28	12	19	34	19	19	37
ENSG00000279409	3	2	2	4	0	1	0	2	7	1
ENSG00000279410	3	18	17	0	12	0	0	4	1	1
ENSG00000279415	22	14	34	32	29	25	18	13	46	27
ENSG00000279416	6	27	9	0	7	5	14	11	1	12
ENSG00000279417	172	424	285	127	365	221	199	232	217	212
ENSG00000279423	241	203	241	212	321	300	259	267	383	258
ENSG00000279425	5	15	17	7	12	14	4	8	16	8
ENSG00000279430	5	4	0	14	2	2	4	8	20	4
ENSG00000279431	5	5	0	0	0	0	3	2	5	0
ENSG00000279432	71	116	120	56	105	69	74	66	81	97
ENSG00000279433	31	72	54	0	39	18	20	12	33	34
ENSG00000279434	15	31	45	15	32	12	16	27	20	13
ENSG00000279440	0	3	1	0	2	3	0	1	6	2
ENSG00000279442	15	77	46	13	52	24	21	32	18	25
ENSG00000279443	6	8	17	14	15	16	14	5	14	9
ENSG00000279453	163	104	104	161	103	174	114	66	139	78
ENSG00000279456	0	11	2	11	8	8	10	15	5	14
ENSG00000279457	406	331	234	222	382	251	264	616	211	250
ENSG00000279463	2	12	9	4	3	5	10	10	8	5
ENSG00000279464	0	0	3	0	0	2	1	1	13	3
ENSG00000279466	0	1	1	2	2	0	1	0	0	0
ENSG00000279467	8	24	11	3	6	9	10	14	11	4
ENSG00000279475	0	0	3	0	1	0	2	4	0	0
ENSG00000279476	11	12	27	0	4	4	14	15	19	12
ENSG00000279481	0	33	1	15	13	8	5	7	13	13
ENSG00000279485	4	0	0	0	0	0	4	2	2	0
ENSG00000279486	0	0	1	1	0	2	0	0	1	1
ENSG00000279488	0	4	1	0	0	3	1	0	0	1
ENSG00000279489	10	3	1	0	3	1	13	2	6	0
ENSG00000279490	6	1	10	0	0	3	1	8	0	10
ENSG00000279491	0	6	0	0	3	4	0	5	5	0
ENSG00000279494	0	0	1	1	6	1	0	5	1	5
ENSG00000279495	24	16	18	37	19	22	20	38	18	28
ENSG00000279500	22	23	46	26	41	19	15	15	8	37
ENSG00000279502	3	7	3	0	0	6	6	0	4	0
ENSG00000279513	0	3	3	0	0	3	0	4	0	2
ENSG00000279519	30	29	63	24	19	44	25	22	48	42
ENSG00000279520	98	104	50	57	88	62	109	139	77	93
ENSG00000279525	2	3	3	2	0	3	3	9	5	4
ENSG00000279527	5	0	0	0	0	4	2	0	3	3
ENSG00000279528	36	29	50	37	65	79	33	33	53	40
ENSG00000279529	16	29	16	15	11	14	18	22	22	17
ENSG00000279532	0	3	5	0	6	0	3	3	1	1
ENSG00000279539	2	1	0	0	6	6	3	2	5	0
ENSG00000279541	0	4	3	0	0	0	0	3	2	1
ENSG00000279544	6	24	13	2	18	26	15	17	25	15
ENSG00000279548	5	3	5	0	10	1	0	1	0	0
ENSG00000279549	0	5	3	5	1	5	6	5	0	1
ENSG00000279554	0	6	1	0	0	1	1	2	2	3
ENSG00000279555	7	28	15	3	19	4	15	8	12	15
ENSG00000279557	0	0	0	0	2	3	1	0	1	1
ENSG00000279561	16	20	25	34	11	15	10	1	0	3
ENSG00000279567	4	0	0	2	0	0	0	1	1	1
ENSG00000279568	6	11	9	10	38	13	14	7	21	18
ENSG00000279570	23	91	43	11	19	26	45	16	46	45
ENSG00000279573	12	11	6	2	18	8	14	10	23	3
ENSG00000279583	21	45	26	8	53	17	60	26	54	42
ENSG00000279584	0	5	3	0	4	1	6	4	0	7
ENSG00000279588	8	8	9	1	8	0	7	14	7	7
ENSG00000279589	0	1	0	5	0	1	0	0	4	0
ENSG00000279593	0	4	0	0	1	1	0	0	1	0
ENSG00000279598	0	17	5	2	5	0	4	0	8	4
ENSG00000279600	24	3	17	1	8	6	5	2	4	3
ENSG00000279602	59	93	167	475	136	114	72	103	65	69
ENSG00000279603	6	0	0	0	0	6	1	0	0	2
ENSG00000279606	2	3	1	0	2	2	2	1	6	4
ENSG00000279608	45	87	71	29	79	37	72	50	79	58
ENSG00000279611	5	5	3	0	8	15	7	8	18	5
ENSG00000279617	2	0	3	4	0	0	1	4	0	0
ENSG00000279619	1	1	1	0	2	2	4	7	0	2
ENSG00000279620	15	7	5	0	7	3	9	3	6	2
ENSG00000279623	17	19	8	1	11	13	4	7	1	2
ENSG00000279631	0	5	8	10	18	9	8	12	2	7
ENSG00000279632	12	19	3	0	6	9	3	5	3	0
ENSG00000279633	0	6	3	0	0	0	4	1	2	1
ENSG00000279636	1	12	6	5	2	3	5	6	0	0
ENSG00000279637	4	23	1	6	11	6	14	3	11	3
ENSG00000279648	11	47	12	12	11	23	12	18	18	13
ENSG00000279649	53	14	12	1	19	13	7	4	18	8
ENSG00000279652	5	23	14	8	25	18	21	17	22	10
ENSG00000279653	12	13	0	1	6	4	4	7	5	5
ENSG00000279656	5	3	5	15	0	0	0	3	10	3
ENSG00000279662	110	194	141	107	150	104	94	93	127	126
ENSG00000279663	1	5	15	4	12	5	6	5	4	5
ENSG00000279665	4	2	6	0	4	0	0	2	3	0
ENSG00000279667	2	0	0	2	1	3	3	0	0	0
ENSG00000279668	28	2	8	0	0	0	8	3	26	1
ENSG00000279670	0	3	1	0	14	2	0	3	12	5
ENSG00000279672	0	0	4	0	3	0	12	8	9	8
ENSG00000279673	7	12	3	0	13	7	11	8	0	18
ENSG00000279679	0	16	4	0	7	2	6	3	13	7
ENSG00000279684	0	9	0	0	0	2	1	2	5	0
ENSG00000279689	8	5	2	0	4	3	3	12	10	3
ENSG00000279691	0	3	0	0	0	0	3	1	0	3
ENSG00000279693	8	10	32	40	30	35	3	17	33	61
ENSG00000279696	8	4	8	6	15	17	7	9	7	1
ENSG00000279699	11	4	4	6	4	6	3	2	4	1
ENSG00000279700	32	48	38	32	26	20	31	24	58	31
ENSG00000279705	4	2	4	0	7	0	2	3	9	4
ENSG00000279706	6	5	1	0	0	3	0	1	0	4
ENSG00000279711	1	0	0	0	1	2	7	5	0	4
ENSG00000279712	3	6	3	0	7	9	3	4	5	8
ENSG00000279714	10	15	3	7	9	12	19	18	16	10
ENSG00000279717	9	13	8	0	5	6	3	5	0	2
ENSG00000279722	33	45	27	17	36	35	16	33	28	18
ENSG00000279724	0	1	0	5	1	0	0	2	0	0
ENSG00000279727	8	13	23	20	10	9	21	9	21	14
ENSG00000279734	0	14	16	0	26	0	12	6	0	15
ENSG00000279738	111	130	148	50	119	89	122	132	179	131
ENSG00000279741	7	2	4	0	0	8	0	1	0	9
ENSG00000279742	6	7	6	0	0	2	2	8	10	0
ENSG00000279744	6	5	10	7	4	16	3	6	23	13
ENSG00000279748	7	3	10	6	8	9	12	20	8	14
ENSG00000279753	3	0	0	0	4	0	2	1	0	0
ENSG00000279757	3	6	0	5	5	0	7	0	0	1
ENSG00000279759	13	21	33	8	28	19	40	22	21	22
ENSG00000279762	0	14	10	0	0	31	8	1	5	3
ENSG00000279765	85	154	181	0	153	104	22	79	103	45
ENSG00000279766	130	159	53	38	63	49	40	58	62	84
ENSG00000279771	0	1	1	0	0	1	0	3	1	1
ENSG00000279775	0	3	0	0	3	0	1	8	0	0
ENSG00000279789	30	21	36	34	30	17	28	26	37	31
ENSG00000279790	7	10	17	0	8	8	12	1	8	1
ENSG00000279791	0	3	0	10	1	0	2	2	0	1
ENSG00000279792	0	5	0	17	7	1	3	0	0	6
ENSG00000279794	7	6	6	0	2	0	3	6	8	7
ENSG00000279795	0	8	9	2	5	2	2	3	0	7
ENSG00000279796	6	7	27	23	13	31	7	5	33	7
ENSG00000279799	0	4	0	0	4	0	3	3	1	2
ENSG00000279801	7	24	9	14	11	10	25	14	31	23
ENSG00000279803	0	3	0	0	0	0	0	1	1	2
ENSG00000279805	43	97	93	61	110	100	86	92	76	73
ENSG00000279806	2	17	4	1	14	2	6	8	17	15
ENSG00000279807	8	6	5	10	10	0	3	2	5	3
ENSG00000279809	0	0	1	11	12	20	2	4	10	30
ENSG00000279811	16	24	40	31	19	20	11	12	45	24
ENSG00000279819	2	36	6	0	10	0	8	6	10	9
ENSG00000279821	0	0	0	3	5	6	11	3	0	8
ENSG00000279834	4	0	0	0	0	2	2	0	3	0
ENSG00000279838	77	51	61	33	19	43	13	43	54	77
ENSG00000279840	5	15	6	21	14	15	9	4	12	22
ENSG00000279841	16	33	30	0	2	12	7	3	11	9
ENSG00000279851	0	0	3	0	0	1	3	2	0	0
ENSG00000279861	37	43	31	4	23	40	118	74	33	55
ENSG00000279865	21	15	16	34	14	22	24	21	20	34
ENSG00000279873	7	3	8	7	6	16	22	8	7	2
ENSG00000279879	5	0	2	4	7	3	0	5	9	1
ENSG00000279880	17	28	24	17	5	25	18	7	33	17
ENSG00000279882	0	5	4	5	6	6	6	0	4	7
ENSG00000279884	18	0	44	16	3	4	1	4	22	13
ENSG00000279885	0	6	4	3	2	7	0	0	0	1
ENSG00000279891	7	5	12	9	3	7	4	2	4	2
ENSG00000279900	0	0	1	0	4	0	3	1	0	0
ENSG00000279901	29	23	32	7	14	12	17	13	30	11
ENSG00000279905	8	0	6	6	0	1	0	2	4	13
ENSG00000279908	79	27	19	12	48	49	39	32	18	65
ENSG00000279912	275	372	288	284	267	254	193	277	228	299
ENSG00000279913	2	12	11	0	4	8	8	3	0	7
ENSG00000279917	10	16	23	6	6	6	3	3	15	8
ENSG00000279923	0	5	4	8	4	1	0	5	0	0
ENSG00000279925	5	0	0	1	1	1	0	0	0	0
ENSG00000279926	1	1	1	0	4	9	4	4	19	3
ENSG00000279927	2	0	0	0	5	4	1	2	1	4
ENSG00000279942	12	8	7	1	7	14	18	6	8	19
ENSG00000279943	0	1	3	0	0	1	0	10	10	11
ENSG00000279946	6	8	10	4	4	11	5	3	8	5
ENSG00000279948	33	34	14	0	40	35	19	12	35	22
ENSG00000279953	3	0	2	0	8	3	1	3	0	3
ENSG00000279954	9	1	6	0	4	3	5	2	1	5
ENSG00000279956	5	1	2	0	2	1	2	5	2	6
ENSG00000279957	16	19	14	5	4	12	10	13	17	14
ENSG00000279960	0	0	0	6	4	0	1	0	21	0
ENSG00000279962	0	0	0	0	8	0	3	1	8	1
ENSG00000279965	0	2	0	0	3	0	0	5	4	0
ENSG00000279966	0	2	0	0	0	1	2	0	5	0
ENSG00000279968	0	1	10	0	0	63	1	8	13	6
ENSG00000279970	0	2	1	0	3	0	0	0	0	2
ENSG00000279977	21	26	21	0	23	4	22	9	17	14
ENSG00000279981	28	41	17	0	4	6	15	6	40	2
ENSG00000279982	0	3	2	0	5	1	5	1	0	0
ENSG00000279996	0	5	7	12	5	7	5	4	5	5
ENSG00000280000	0	9	6	6	8	6	5	2	5	3
ENSG00000280003	5	0	2	3	4	3	3	1	2	2
ENSG00000280007	35	27	25	7	21	22	9	6	6	17
ENSG00000280010	9	5	3	0	5	11	9	1	2	5
ENSG00000280011	6	4	10	0	17	4	7	14	3	17
ENSG00000280018	0	3	2	0	4	0	3	13	0	0
ENSG00000280020	0	3	2	0	19	1	7	3	7	6
ENSG00000280022	0	1	0	1	0	4	7	1	1	7
ENSG00000280023	0	1	0	0	2	0	13	1	1	5
ENSG00000280025	0	1	0	0	2	2	6	2	0	2
ENSG00000280027	0	1	4	0	4	2	12	4	3	7
ENSG00000280033	2	0	1	0	0	1	0	4	3	3
ENSG00000280036	4	4	12	0	0	0	4	1	0	3
ENSG00000280037	11	20	5	26	22	10	19	5	12	9
ENSG00000280038	5	0	0	0	0	6	2	0	6	3
ENSG00000280039	9	0	2	9	5	3	8	3	2	3
ENSG00000280043	0	4	0	0	0	0	1	0	6	5
ENSG00000280046	48	68	47	14	66	69	104	93	71	70
ENSG00000280047	13	18	12	10	26	21	9	10	21	16
ENSG00000280054	0	1	2	4	0	2	0	1	2	1
ENSG00000280057	0	3	1	0	3	0	0	9	5	2
ENSG00000280061	0	0	0	11	2	2	2	6	2	2
ENSG00000280063	15	2	4	6	8	3	14	11	26	4
ENSG00000280064	2	3	3	0	8	1	2	2	0	0
ENSG00000280067	20	7	15	15	6	8	6	9	21	8
ENSG00000280069	6	23	15	9	11	10	24	7	20	17
ENSG00000280070	0	1	3	0	0	3	1	1	0	0
ENSG00000280071	104	162	116	164	144	162	319	211	132	103
ENSG00000280076	6	2	0	1	0	7	1	0	6	0
ENSG00000280077	46	48	55	60	43	52	35	36	24	44
ENSG00000280078	0	4	4	0	3	2	2	4	0	1
ENSG00000280079	4	6	5	0	8	5	5	1	2	4
ENSG00000280080	0	2	1	0	2	5	2	0	7	0
ENSG00000280087	46	57	44	1	35	32	37	34	68	40
ENSG00000280088	97	44	106	136	102	114	52	50	84	62
ENSG00000280099	2	4	1	0	0	0	5	1	5	0
ENSG00000280105	24	23	14	18	7	0	14	4	23	10
ENSG00000280106	8	15	11	3	18	13	39	27	7	20
ENSG00000280107	0	2	1	0	5	0	1	0	0	1
ENSG00000280109	0	1	1	0	1	0	4	1	4	2
ENSG00000280113	2	2	0	0	3	4	4	1	0	0
ENSG00000280115	6	0	1	0	4	0	3	2	1	0
ENSG00000280117	0	8	5	2	10	0	9	8	6	5
ENSG00000280118	1	7	4	0	5	14	2	7	0	14
ENSG00000280119	9	3	9	0	10	9	0	3	8	10
